descmaq,colaborador,numapont,data,maq, qtdprodconfirmada ,numdaop,codproduto,descricaodeproduto,nomedocliente,coddepto,descdepto,codcliente,horainical,horatermino
ROLAND 704,,4263189,2026-03-12,152006,43749,1181625/0020,2100074572,SACL PAP MAN FSC® M INST23 DENGO,DENGO,02,OFFSET,1,06:23:56,14:00:00
ONYX 808,,4263192,2026-03-12,160007,18288,1181818/0010,13021639-0001,96443 SACL PAP NLF FSC®M PDVG MAES26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,06:30:38,14:00:00
C/V HEIDELBERG PROMATRIX 1 ,,4263194,2026-03-12,155010,33370,1180250/0040,2100077630,89402 CX FD FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,06:36:32,13:32:52
GUILHOTINA HERCULES,,4263195,2026-03-12,151004,35520,1181603/0020,11054560-0001,SACL PAP AUT FSC®P INST26 BROOKSFIELD,BROOKSFIELD,02,OFFSET,1,06:37:10,12:21:16
MK HEIDELBERG PROMATRIX 2,,4263196,2026-03-12,155012,5157,1181896/0020,11054565-0001,4852801 CTCHO FSC®PROF ULTIM FRX60G ACHE,ANTILHAS INDUSTRIA,02,OFFSET,1,06:37:27,11:06:26
MÁQUINA ALÇA FLET 2,,4263197,2026-03-12,163002,141819,1181074/0030,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,06:38:16,14:00:00
TORCEDEIRA 11 GALAN,,4263199,2026-03-12,163011,52063,1179830/0020,2200000021,FIO P.T FSCM - A20 - MARROM - P7589C, ,01,FLEXOGRAFICA,1,06:38:39,14:00:00
MK HEIDELBERG PROMATRIX 3 ,,4263209,2026-03-12,155013,19806,1178452/0040,2100061622,SACL PAP SAUT FSC® P LIFE VIVARA,VIVARA,02,OFFSET,1,06:40:06,13:26:27
TORCEDEIRA 4,,4263213,2026-03-12,163023,57440,1181766/0031,2400009888,FIO CHATA FSCM BEGE SAMAECO MAES26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,06:41:00,14:00:00
NEW LONG 18 G,,4263215,2026-03-12,165018,30711,1175772/0030,13020111-0001,SACL PAP AUT FSC® M INST23 CBC,CHOC BRASIL CACAU,01,FLEXOGRAFICA,1,06:41:19,14:00:00
MÁQUINA ALÇA FLET 3,,4263216,2026-03-12,163003,140538,1181074/0031,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,06:41:23,14:00:00
SACL FOLHA 1 - ZB,,4263222,2026-03-12,165101,25447,1179309/0041,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,06:45:57,14:00:00
HOT BOBINA 03,,4263227,2026-03-12,175003,10260,1181770/0020,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,02,OFFSET,1,06:47:42,14:00:00
SACL FOLHA 8 - ZB,,4263228,2026-03-12,165108,29754,1179301/0045,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,06:48:44,14:00:00
SACL FOLHA 3 - ZB,,4263232,2026-03-12,165103,24206,1181142/0033,13021637-0001,96442 SACL PAP NLF FSC®P PDVG MAES26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,06:54:57,14:00:00
NEW LONG 10 INDUSTRIAL,,4263236,2026-03-12,165010,28762,1180448/0020,13019479-0002,SACL PAP AUT FSC® M V2 INST22 RENNER,RENNER,01,FLEXOGRAFICA,1,06:55:12,14:00:00
CORTE E SOLDA 2,,4263246,2026-03-12,167102,5110,1180979/0010,11052345-0001,SACO PLT G AMARRADINHO INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,07:04:44,09:13:45
CORTE E SOLDA 3,,4263247,2026-03-12,167103,40262,1179636/0010,11047500-0001,53660 SACO PLT M AMARRADINHO NV23 EUD,EUDORA,01,FLEXOGRAFICA,1,07:04:44,14:00:00
CORTADEIRA FURNAX,,4263250,2026-03-12,150001,15362,1178867/0010,2100067405,FDO CX RIG HIB M INST23 AU BRE LOCCI,LOCCITANE,02,OFFSET,1,07:08:21,13:00:22
REBOBINADEIRA 1,,4263253,2026-03-12,162001,31483,1181074/0020,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,07:09:37,14:00:00
COLADEIRA DGM,,4263254,2026-03-12,156015,10578,1180312/0080,2100079801,CX TPA FSC® PRESENTE BORDO C&A,C & A,02,OFFSET,1,07:11:10,10:49:10
NEW LONG 11 - P,,4263257,2026-03-12,165011,14971,1173097/0020,13020360-0001,SACL PAP AUT FSC®PP MOGNO INST23 MAHOGA,MAHOGANY,01,FLEXOGRAFICA,1,07:27:22,14:00:00
SACL FOLHA 4 - ZB,,4263265,2026-03-12,165104,31822,1181142/0031,13021637-0001,96442 SACL PAP NLF FSC®P PDVG MAES26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,07:37:58,14:00:00
HEIDELBERG XL 106,,4263266,2026-03-12,152007,4691,1180094/0010,11054400-0001,50604920 SACL MAN FSC®P MAES26 NAT,ANTILHAS INDUSTRIA,02,OFFSET,1,07:36:37,08:30:42
TORCEDEIRA 10 GALAN,,4263269,2026-03-12,163010,62269,1176038/0031,2200000391,FIO P.T FSCM - A33 - VERMELHO - P485C, ,01,FLEXOGRAFICA,1,07:42:03,13:54:16
SACL FOLHA 7 - ZB,,4263282,2026-03-12,165107,8255,1179301/0043,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,08:03:45,08:05:45
SACL FOLHA 7 - ZB,,4263284,2026-03-12,165107,22123,1179301/0042,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,08:05:45,14:00:00
CORTADEIRA SEMIGO,,4263287,2026-03-12,150003,10422,1181603/0010,11054560-0001,SACL PAP AUT FSC®P INST26 BROOKSFIELD,BROOKSFIELD,02,OFFSET,1,08:18:21,09:23:02
GUILHOTINA POLAR 150,,4263294,2026-03-12,151006,8500,1180682/0040,13021508-0001,SACL PAP AUT NLF M INST26 KOP,KOPENHAGEN,02,OFFSET,1,08:36:02,09:24:22
ROLAND 702,,4263295,2026-03-12,152005,4165,1181580/0010,2100081418,REF FDO SACL PAP MAN FSC®P INST26 BROOKS,BROOKSFIELD,02,OFFSET,1,08:36:28,11:10:54
HEIDELBERG XL 106,,4263303,2026-03-12,152007,4011,1180094/0010,11054400-0001,50604920 SACL MAN FSC®P MAES26 NAT,ANTILHAS INDUSTRIA,02,OFFSET,1,08:53:29,09:16:33
HOT BOBINA 01 ,,4263304,2026-03-12,175001,2175,1178408/0020,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,08:54:08,14:00:00
MÁQUINA ALÇA FLET 1,,4263305,2026-03-12,163001,33515,1181074/0032,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,09:08:47,13:54:34
CORTE E SOLDA 2,,4263306,2026-03-12,167102,6284,1175087/0010,13012036-0001,SACO PLT AUT M PICK&MIX LINDT,LINDT,01,FLEXOGRAFICA,1,09:13:45,14:00:00
SACL FOLHA 9 - ZB,,4263307,2026-03-12,165109,27630,1179309/0043,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,09:14:45,14:00:00
SILK SCREEN 2 - CAST&CURE,,4263308,2026-03-12,153002,1890,1181896/0010,11054565-0001,4852801 CTCHO FSC®PROF ULTIM FRX60G ACHE,ANTILHAS INDUSTRIA,02,OFFSET,1,09:15:05,10:41:03
HEIDELBERG XL 106,,4263309,2026-03-12,152007,4068,1180094/0010,11054400-0001,50604920 SACL MAN FSC®P MAES26 NAT,ANTILHAS INDUSTRIA,02,OFFSET,1,09:16:33,10:15:10
GUILHOTINA POLAR 150,,4263313,2026-03-12,151006,63200,1181314/0010,2400000065,FUNDO FSCM 275X095MM BRANCO PCT/50, ,02,OFFSET,1,09:24:22,11:18:33
CORTADEIRA SEMIGO,,4263314,2026-03-12,150003,5209,1181603/0010,11054560-0001,SACL PAP AUT FSC®P INST26 BROOKSFIELD,BROOKSFIELD,02,OFFSET,1,09:30:42,10:11:33
GUILHOTINA 1,,4263319,2026-03-12,151001,52000,1181567/0030,2100081419,REF FDO SACL PAP MAN FSC®G INST26 BROOKS,BROOKSFIELD,02,OFFSET,1,09:44:01,11:04:11
SACL FOLHA 6 - ZB,,4263322,2026-03-12,165106,22562,1179301/0041,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,09:50:45,14:00:00
REBOBINADEIRA 6,,4263327,2026-03-12,162006,17147,1181905/0005,13020892-0001,SACL PAP AUT FSC® M INST24 AU BR LOCCI,LOCCITANE,01,FLEXOGRAFICA,1,10:08:10,14:00:00
HEIDELBERG XL 106,,4263329,2026-03-12,152007,8317,1180094/0010,11054400-0001,50604920 SACL MAN FSC®P MAES26 NAT,ANTILHAS INDUSTRIA,02,OFFSET,1,10:15:10,11:20:38
CORTADEIRA SEMIGO,,4263335,2026-03-12,150003,10413,1181603/0010,11054560-0001,SACL PAP AUT FSC®P INST26 BROOKSFIELD,BROOKSFIELD,02,OFFSET,1,10:37:07,11:19:14
C/V AUTO VARIMATRIX 3,,4263337,2026-03-12,155007,3501,1178056/0020,11046770-0001,CX RIG HIB M INST23 AU BRESIL LOCCI,LOCCITANE,02,OFFSET,1,10:42:02,14:00:00
COLADEIRA DGM,,4263351,2026-03-12,156015,5598,1180229/0050,11044480-0001,CTCHO FSC® P INST22 T&F,TRACK & FIELD,02,OFFSET,1,10:53:39,14:00:00
ROLAND 702,,4263359,2026-03-12,152005,1074,1180390/0030,2100055965,REF FDO SACL PAP MAN FSC® M OUI,BOTICARIO,02,OFFSET,1,11:11:13,12:55:59
GUILHOTINA POLAR 150,,4263369,2026-03-12,151006,17017,1180682/0040,13021508-0001,SACL PAP AUT NLF M INST26 KOP,KOPENHAGEN,02,OFFSET,1,11:42:28,14:00:00
GUILHOTINA HERCULES,,4263382,2026-03-12,151004,12160,1181134/0010,2100081046,96438 CX TPA FSC®M PDVG MAES26 BOT,BOTICARIO,02,OFFSET,1,12:22:20,14:00:00
ROLAND 702,,4263391,2026-03-12,152005,4589,1181816/0020,2400007925,56392 REF FDO SACL PAP AUT FSC® M INST23,QUEM DISSE BERENICE,02,OFFSET,1,12:56:18,14:00:00
MK HEIDELBERG PROMATRIX 3 ,,4263399,2026-03-12,155013,4976,1178452/0040,2100061622,SACL PAP SAUT FSC® P LIFE VIVARA,VIVARA,02,OFFSET,1,13:26:27,14:00:00
SACL FOLHA 2 - ZB,,4263410,2026-03-12,165102,29138,1179309/0040,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,13:39:01,14:00:00
GUILHOTINA - ACAB NL 03,,4263416,2026-03-12,151007,21600,1181449/0020,2100077669,90821 REF FDO FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,13:51:36,14:00:00
HOT-STAMPING 6,,4263419,2026-03-12,154005,2838,1181086/0050,2100081100,96445 CARTAO PRES FSC® PDVG MAES26 BOT,BOTICARIO,02,OFFSET,1,14:00:00,16:05:21
SACL FOLHA 2 - ZB,,4263422,2026-03-12,165102,21250,1179309/0040,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
SACL FOLHA 5 - ZB,,4263441,2026-03-12,165105,24790,1179052/0030,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,15:14:48
SACL FOLHA 7 - ZB,,4263443,2026-03-12,165107,27998,1179301/0042,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
CORTE E SOLDA 2,,4263447,2026-03-12,167102,10779,1175087/0010,13012036-0001,SACO PLT AUT M PICK&MIX LINDT,LINDT,01,FLEXOGRAFICA,1,14:00:00,22:00:00
CORTE E SOLDA 3,,4263448,2026-03-12,167103,4175,1179636/0010,11047500-0001,53660 SACO PLT M AMARRADINHO NV23 EUD,EUDORA,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 5,,4263450,2026-03-12,165005,21066,1177834/0020,13019832-0001,SACL PAP AUT FSC® P SP INST22 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 4,,4263451,2026-03-12,165004,17701,1179836/0040,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,18:23:14
NEW LONG 8,,4263452,2026-03-12,165008,12010,1173035/0020,13020921-0001,SACL PAP AUT FSC® P INST24 HAVAIANAS,HAVAIANAS,01,FLEXOGRAFICA,1,14:00:00,22:00:00
TORCEDEIRA 11 GALAN,,4263453,2026-03-12,163011,51425,1179830/0020,2200000021,FIO P.T FSCM - A20 - MARROM - P7589C, ,01,FLEXOGRAFICA,1,14:00:00,22:00:00
GOFRADEIRA OFFSET,,4263454,2026-03-12,172001,4067,1181745/0030,11054687-0001,50576986-A SACL PAP MAN FSC®MINI CHI NAT,ANTILHAS INDUSTRIA,02,OFFSET,1,14:00:00,15:08:36
NEW LONG 21,,4263457,2026-03-12,165021,13403,1180682/0050,13021508-0001,SACL PAP AUT NLF M INST26 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,14:00:00,22:00:00
FLEXO TECH,,4263459,2026-03-12,160008,23575,1181072/0010,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,18:26:13
NEW LONG 24,,4263460,2026-03-12,165024,17878,1180623/0020,13019659-0002,SACL PAP AUT G PARDA V2 VD BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
REBOBINADEIRA 6,,4263461,2026-03-12,162006,11451,1181905/0005,13020892-0001,SACL PAP AUT FSC® M INST24 AU BR LOCCI,LOCCITANE,01,FLEXOGRAFICA,1,14:00:00,16:23:20
HOT BOBINA 03,,4263462,2026-03-12,175003,28513,1181770/0020,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
GUILHOTINA 1,,4263463,2026-03-12,151001,12812,1181564/0030,2100081417,REF FDO SACL PAP MAN FSC®M INST26 BROOKS,BROOKSFIELD,02,OFFSET,1,14:00:00,15:07:39
GUILHOTINA 2,,4263465,2026-03-12,151002,45309,1181158/0030,2400007262,REF FDO FSC® SACL PAP AUT G PARDA PCT/50,BOTICARIO,02,OFFSET,1,14:00:00,15:16:10
GUILHOTINA HERCULES,,4263468,2026-03-12,151004,42347,1181134/0010,2100081046,96438 CX TPA FSC®M PDVG MAES26 BOT,BOTICARIO,02,OFFSET,1,14:00:00,21:28:35
ROLAND 704,,4263473,2026-03-12,152006,22671,1181625/0020,2100074572,SACL PAP MAN FSC® M INST23 DENGO,DENGO,02,OFFSET,1,14:00:00,18:24:24
GUILHOTINA - ACAB NL 03,,4263475,2026-03-12,151007,300000,1181449/0020,2100077669,90821 REF FDO FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
GUILHOTINA POLAR 150,,4263482,2026-03-12,151006,8527,1180682/0040,13021508-0001,SACL PAP AUT NLF M INST26 KOP,KOPENHAGEN,02,OFFSET,1,14:00:00,22:00:00
C/V AUTO VARIMATRIX 3,,4263487,2026-03-12,155007,1704,1178056/0020,11046770-0001,CX RIG HIB M INST23 AU BRESIL LOCCI,LOCCITANE,02,OFFSET,1,14:00:00,16:02:21
COLADEIRA EASYGLUER 100,,4263496,2026-03-12,156003,8766,1177225/0060,11051181-0001,88944 CTCHO FSC® MINI PDVG INST25 EUD,EUDORA,02,OFFSET,1,14:00:00,17:27:55
LAMINADORA ZFM1080S,,4263520,2026-03-12,161007,1775,1181045/0040,2100081194,SACL PAP MAN FSC®M MAES26 AREZZO,AREZZO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
MÁQUINA ALÇA FLET 1,,4263524,2026-03-12,163001,43223,1181074/0032,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,14:00:00,22:00:00
MÁQUINA ALÇA FLET 2,,4263526,2026-03-12,163002,126314,1181074/0030,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,14:00:00,22:00:00
TORCEDEIRA 10 GALAN,,4263527,2026-03-12,163010,48684,1176038/0031,2200000391,FIO P.T FSCM - A33 - VERMELHO - P485C, ,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 14 - P,,4263533,2026-03-12,165014,9205,1179836/0050,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 18 G,,4263536,2026-03-12,165018,24971,1175772/0030,13020111-0001,SACL PAP AUT FSC® M INST23 CBC,CHOC BRASIL CACAU,01,FLEXOGRAFICA,1,14:00:00,22:00:00
GOFRADEIRA OFFSET 2,,4263543,2026-03-12,172002,5925,1181745/0035,11054687-0001,50576986-A SACL PAP MAN FSC®MINI CHI NAT,ANTILHAS INDUSTRIA,02,OFFSET,1,14:00:00,16:33:06
LINING MACHINE,,4263546,2026-03-12,173007,1400,1179664/0030,2100075298,MIOLO GG PREMIUM LINDT,LINDT,02,OFFSET,1,14:00:00,22:00:00
HOT BOBINA 01 ,,4263550,2026-03-12,175001,15378,1178408/0020,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
HOT BOBINA 02,,4263551,2026-03-12,175002,10014,1181818/0020,13021639-0001,96443 SACL PAP NLF FSC®M PDVG MAES26 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
NEW LONG 22,,4263572,2026-03-12,165022,40598,1180451/0020,13020040-0001,SACL PAP AUT FSC® M INST23 PDV EUD,EUDORA,01,FLEXOGRAFICA,1,14:00:00,22:00:00
C/V HEIDELBERG PROMATRIX 1 ,,4263573,2026-03-12,155010,22034,1180250/0040,2100077630,89402 CX FD FSC®P PDVG INST25 BOT,BOTICARIO,02,OFFSET,1,14:00:00,22:00:00
NEW LONG 13 M - WEBER,,4263574,2026-03-12,165013,32954,1180650/0020,13020905-0001,SACL PAP AUT FSC® M INST24 HAVAIANAS,HAVAIANAS,01,FLEXOGRAFICA,1,14:00:00,22:00:00
NEW LONG 23,,4263575,2026-03-12,165023,265,1179299/0020,2100072230,SACL AUT FSC® P BAS NAT,NATURA,01,FLEXOGRAFICA,1,14:00:00,22:00:00
SACL FOLHA 1 - ZB,,4263584,2026-03-12,165101,28802,1179309/0041,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:02:01,22:00:00
CORTADEIRA SEMIGO,,4263594,2026-03-12,150003,9703,1181603/0010,11054560-0001,SACL PAP AUT FSC®P INST26 BROOKSFIELD,BROOKSFIELD,02,OFFSET,1,14:07:20,14:50:21
MÁQUINA ALÇA FLET 3,,4263602,2026-03-12,163003,130501,1181074/0031,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,14:20:10,22:00:00
TORCEDEIRA 4,,4263603,2026-03-12,163023,68928,1181766/0031,2400009888,FIO CHATA FSCM BEGE SAMAECO MAES26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,14:20:21,22:00:00
HEIDELBERG XL 106,,4263607,2026-03-12,152007,23935,1178868/0030,2100067403,CAPA EXT TPA CX RIG HIB M INST23 AU BRE,LOCCITANE,02,OFFSET,1,14:30:06,22:00:00
MK HEIDELBERG PROMATRIX 3 ,,4263613,2026-03-12,155013,8938,1178452/0040,2100061622,SACL PAP SAUT FSC® P LIFE VIVARA,VIVARA,02,OFFSET,1,14:43:19,16:35:15
GOFRADEIRA OFFSET,,4263630,2026-03-12,172001,2672,1181745/0030,11054687-0001,50576986-A SACL PAP MAN FSC®MINI CHI NAT,ANTILHAS INDUSTRIA,02,OFFSET,1,15:08:36,16:24:27
GUILHOTINA 1,,4263631,2026-03-12,151001,10537,1180390/0040,2100055965,REF FDO SACL PAP MAN FSC® M OUI,BOTICARIO,02,OFFSET,1,15:09:15,15:58:39
NEW LONG 11 - P,,4263639,2026-03-12,165011,12027,1173097/0020,13020360-0001,SACL PAP AUT FSC®PP MOGNO INST23 MAHOGA,MAHOGANY,01,FLEXOGRAFICA,1,15:29:47,20:17:34
CORTADEIRA SEMIGO,,4263669,2026-03-12,150003,4528,1181140/0010,2100081087,96448 SACL PAP MAN FSC®M TOP MAES26 BOT,BOTICARIO,02,OFFSET,1,15:54:36,16:20:30
GUILHOTINA 1,,4263671,2026-03-12,151001,16000,1180588/0040,2100055959,REF FDO SACL PAP MAN FSC® P OUI,BOTICARIO,02,OFFSET,1,15:59:11,16:57:06
HOT-STAMPING 6,,4263677,2026-03-12,154005,4770,1181086/0050,2100081100,96445 CARTAO PRES FSC® PDVG MAES26 BOT,BOTICARIO,02,OFFSET,1,16:05:21,22:00:00
COLADEIRA DGM,,4263679,2026-03-12,156015,65006,1180229/0050,11044480-0001,CTCHO FSC® P INST22 T&F,TRACK & FIELD,02,OFFSET,1,16:13:54,22:00:00
REBOBINADEIRA 6,,4263687,2026-03-12,162006,22704,1181905/0005,13020892-0001,SACL PAP AUT FSC® M INST24 AU BR LOCCI,LOCCITANE,01,FLEXOGRAFICA,1,16:23:31,21:23:01
REBOBINADEIRA 1,,4263691,2026-03-12,162001,9824,1181074/0020,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,16:26:55,17:51:58
CORTADEIRA FURNAX,,4263695,2026-03-12,150001,33347,1181815/0020,2100081618,SACL PAP MAN FSC®P INST26 V2 LOCCI PROV,LOCCITANE,02,OFFSET,1,16:33:43,22:00:00
CORTADEIRA SEMIGO,,4263705,2026-03-12,150003,3548,1181353/0010,2100081223,CAP INT CX ECOMM FSC®S920 PAGSEGURO,PAGSEGURO,02,OFFSET,1,17:08:26,17:38:40
SACOS FUNDO MATADOR 1 - HOLWEG,,4263707,2026-03-12,166006,59365,1173124/0020,13020911-0001,ENV PAP AUT FSC® M INST24 HAVAIANAS,HAVAIANAS,01,FLEXOGRAFICA,1,17:25:55,22:00:00
COLADEIRA EASYGLUER 100,,4263709,2026-03-12,156003,5971,1178467/0060,11051181-0001,88944 CTCHO FSC® MINI PDVG INST25 EUD,EUDORA,02,OFFSET,1,17:29:11,18:44:10
NEW LONG FOLHA,,4263712,2026-03-12,165019,12500,1181468/0050,13021506-0001,SACL PAP AUT NLF P INST26 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,17:31:57,22:00:00
SACL FOLHA 8 - ZB,,4263717,2026-03-12,165108,31889,1179301/0045,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,17:40:49,22:00:00
REBOBINADEIRA 1,,4263720,2026-03-12,162001,11021,1181074/0020,2400009285,FIO CHATA FSCM VD P556C BOT INST25, ,01,FLEXOGRAFICA,1,17:52:18,22:00:00
SACL FOLHA 3 - ZB,,4263729,2026-03-12,165103,30881,1181142/0033,13021637-0001,96442 SACL PAP NLF FSC®P PDVG MAES26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:14:03,22:00:00
ROLAND 704,,4263732,2026-03-12,152006,10984,1181625/0020,2100074572,SACL PAP MAN FSC® M INST23 DENGO,DENGO,02,OFFSET,1,18:24:24,20:45:18
SACL FOLHA 4 - ZB,,4263736,2026-03-12,165104,26263,1181142/0031,13021637-0001,96442 SACL PAP NLF FSC®P PDVG MAES26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:27:04,22:00:00
FLEXO TECH,,4263738,2026-03-12,160008,17875,1181072/0010,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,18:26:24,22:00:00
SACL FOLHA 9 - ZB,,4263749,2026-03-12,165109,26084,1179309/0043,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,19:04:49,22:00:00
ROLAND 704,,4263761,2026-03-12,152006,6722,1181134/0030,2100081046,96438 CX TPA FSC®M PDVG MAES26 BOT,,02,OFFSET,1,20:45:36,22:00:00
GUILHOTINA 1,,4263766,2026-03-12,151001,13000,1181627/0020,2400000695,FUNDO FSCM 295X115MM PARDO PCT/50, ,02,OFFSET,1,21:16:54,21:19:02
GUILHOTINA 1,,4263770,2026-03-12,151001,27000,1180896/0020,2400007922,REF FDO 375G 235X095MM VITAMAX PCT/100, ,02,OFFSET,1,21:19:34,21:22:13
GUILHOTINA HERCULES,,4263774,2026-03-12,151004,5130,1181603/0020,11054560-0001,SACL PAP AUT FSC®P INST26 BROOKSFIELD,BROOKSFIELD,02,OFFSET,1,21:29:07,22:00:00
NEW LONG 10 INDUSTRIAL,,4263778,2026-03-12,165010,27955,1180448/0020,13019479-0002,SACL PAP AUT FSC® M V2 INST22 RENNER,RENNER,01,FLEXOGRAFICA,1,21:49:17,22:00:00
SACL FOLHA 3 - ZB,,4263785,2026-03-12,165103,30000,1181142/0033,13021637-0001,96442 SACL PAP NLF FSC®P PDVG MAES26 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,23:17:06
SACL FOLHA 5 - ZB,,4263803,2026-03-12,165105,26063,1179052/0030,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,00:10:51
SACL FOLHA 6 - ZB,,4263804,2026-03-12,165106,28081,1179301/0041,13021463-0001,90821 SACL PAP NLF FSC®P PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,22:59:51
SACL FOLHA 9 - ZB,,4263807,2026-03-12,165109,120,1179309/0043,13021350-0001,90822 SACL PAP NLF FSC®M PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,23:49:51
HOT BOBINA 02,,4263812,2026-03-12,175002,15951,1181818/0020,13021639-0001,96443 SACL PAP NLF FSC®M PDVG MAES26 BOT,BOTICARIO,02,OFFSET,1,22:00:00,06:00:00
HOT BOBINA 03,,4263813,2026-03-12,175003,1134,1181770/0020,13021348-0001,90819 SACL PAP AUT FSC®PP PDVG INST25 BO,BOTICARIO,02,OFFSET,1,22:00:00,22:31:19
FLEXO TECH,,4263814,2026-03-12,160008,35808,1181072/0010,13021351-0001,90823 SACL PAP NLF FSC®G PDVG INST25 BOT,BOTICARIO,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 22,,4263816,2026-03-12,165022,38410,1180451/0020,13020040-0001,SACL PAP AUT FSC® M INST23 PDV EUD,EUDORA,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 10 INDUSTRIAL,,4263818,2026-03-12,165010,27587,1180448/0020,13019479-0002,SACL PAP AUT FSC® M V2 INST22 RENNER,RENNER,01,FLEXOGRAFICA,1,22:00:00,06:00:00
NEW LONG 21,,4263820,2026-03-12,165021,18251,1180682/0050,13021508-0001,SACL PAP AUT NLF M INST26 KOP,KOPENHAGEN,01,FLEXOGRAFICA,1,22:00:00,06:00:00
